chr1,start,end,TE_id,UniqPathogens,TE_location,class,family,feature,chr2,gene_start,gene_end,gene_width,strand,gene_info,distance,gene_name
chr5,151018793,151018935,MIR3_c3967710,6,MIR3_chr5:151018794,SINE,MIR,intergenic,chr5,151020590,151028988,8398,+,ENSG00000211445.13,1656,GPX3
chr5,151018926,151018996,MIR_c3967711,5,MIR_chr5:151018927,SINE,MIR,intergenic,chr5,151020590,151028988,8398,+,ENSG00000211445.13,1595,GPX3
chr5,151019216,151019371,MER5A_c3967712,6,MER5A_chr5:151019217,DNA,hAT-Charlie,intergenic,chr5,151020590,151028988,8398,+,ENSG00000211445.13,1220,GPX3
chr5,151019490,151019546,L2b_c3967713,5,L2b_chr5:151019491,LINE,L2,intergenic,chr5,151020590,151028988,8398,+,ENSG00000211445.13,1045,GPX3
chr5,151019614,151019722,MIR3_c3967714,5,MIR3_chr5:151019615,SINE,MIR,intergenic,chr5,151020590,151028988,8398,+,ENSG00000211445.13,869,GPX3
chr5,151019759,151020068,MER39_c3967715,7,MER39_chr5:151019760,LTR,ERV1,intergenic,chr5,151020590,151028988,8398,+,ENSG00000211445.13,523,GPX3
chr5,151029123,151029184,MADE1_c3967726,5,MADE1_chr5:151029124,DNA,TcMar-Mariner,intergenic,chr5,151020590,151028988,8398,+,ENSG00000211445.13,136,GPX3
chr5,151029328,151029498,FAM_c3967727,6,FAM_chr5:151029329,SINE,Alu,intergenic,chr5,151020590,151028988,8398,+,ENSG00000211445.13,341,GPX3
chr5,151029563,151029784,MIRc_c3967728,9,MIRc_chr5:151029564,SINE,MIR,intergenic,chr5,151029944,151087660,57716,-,ENSG00000145901.16,161,TNIP1
chr5,160490345,160490655,AluSz_c3988402,6,AluSz_chr5:160490346,SINE,Alu,intergenic,chr5,160468267,160487426,19159,+,ENSG00000253522.6,2920,MIR3142HG
chr5,163737471,163737781,AluYk2_c3994250,5,AluYk2_chr5:163737472,SINE,Alu,intergenic,chr5,163709209,163709514,305,-,ENSG00000224012.3,27958,ENSG00000224012
chr5,172767281,172767516,AluSx_c4012220,8,AluSx_chr5:172767282,SINE,Alu,intergenic,chr5,172768095,172771195,3100,-,ENSG00000120129.6,580,DUSP1
chr6,2886023,2886446,MSTB1_c4036562,5,MSTB1_chr6:2886024,LTR,ERVL-MaLR,intergenic,chr6,2887269,2903309,16040,-,ENSG00000170542.6,824,SERPINB9
chr6,26113495,26113642,MIRc_c4081022,5,MIRc_chr6:26113496,SINE,MIR,intergenic,chr6,26114872,26123926,9054,-,ENSG00000180596.8,1231,H2BC4
chr6,26113642,26114084,MLT1B_c4081023,5,MLT1B_chr6:26113643,LTR,ERVL-MaLR,intergenic,chr6,26114872,26123926,9054,-,ENSG00000180596.8,789,H2BC4
chr6,26114451,26114748,L1ME4c_c4081025,5,L1ME4c_chr6:26114452,LINE,L1,intergenic,chr6,26114872,26123926,9054,-,ENSG00000180596.8,125,H2BC4
chr6,26215899,26216148,AluSq2_c4081244,5,AluSq2_chr6:26215900,SINE,Alu,intergenic,chr6,26216199,26216688,489,-,ENSG00000273802.3,52,H2BC8
chr6,26280710,26281501,L2a_c4081363,7,L2a_chr6:26280711,LINE,L2,intergenic,chr6,26285125,26285534,409,-,ENSG00000158406.6,3625,H4C8
chr6,26281976,26282739,L2b_c4081364,5,L2b_chr6:26281977,LINE,L2,intergenic,chr6,26285125,26285534,409,-,ENSG00000158406.6,2387,H4C8
chr6,26284160,26284442,AluSq4_c4081368,5,AluSq4_chr6:26284161,SINE,Alu,intergenic,chr6,26285125,26285534,409,-,ENSG00000158406.6,684,H4C8
chr6,28895820,28896121,AluY_c4086834,5,AluY_chr6:28895821,SINE,Alu,intergenic,chr6,28896529,28897322,793,+,ENSG00000224157.1,409,HCG14
chr6,28898108,28898411,AluY_c4086839,6,AluY_chr6:28898109,SINE,Alu,intergenic,chr6,28896529,28897322,793,+,ENSG00000224157.1,787,HCG14
chr6,36352333,36353013,L1MB7_c4102673,6,L1MB7_chr6:36352334,LINE,L1,intergenic,chr6,36354090,36387800,33710,-,ENSG00000010030.14,1078,ETV7
chr6,36353013,36353561,MER41D_c4102674,6,MER41D_chr6:36353014,LTR,ERV1,intergenic,chr6,36354090,36387800,33710,-,ENSG00000010030.14,530,ETV7
chr6,36353626,36354005,THE1B_c4102676,6,THE1B_chr6:36353627,LTR,ERVL-MaLR,intergenic,chr6,36354090,36387800,33710,-,ENSG00000010030.14,86,ETV7
chr6,37049255,37049409,MIRb_c4104450,5,MIRb_chr6:37049256,SINE,MIR,intergenic,chr6,37044859,37045189,330,+,ENSG00000226976.3,4067,COX6A1P2
chr6,46774418,46775964,LTR12C_c4124833,5,LTR12C_chr6:46774419,LTR,ERV1,intergenic,chr6,46758295,46761158,2863,-,ENSG00000236164.1,13261,ENSG00000236164
chr6,73925304,73925989,SVA_B_c4166147,5,SVA_B_chr6:73925305,Retroposon,SVA,intergenic,chr6,73971345,73973115,1770,+,ENSG00000279790.1,45357,ENSG00000279790
chr6,89086242,89086528,AluSx1_c4190862,5,AluSx1_chr6:89086243,SINE,Alu,intergenic,chr6,89080750,89085160,4410,+,ENSG00000146278.11,1083,PNRC1
chr6,89086584,89087048,L2_c4190863,6,L2_chr6:89086585,LINE,L2,intergenic,chr6,89080750,89085160,4410,+,ENSG00000146278.11,1425,PNRC1
chr6,89087176,89087463,AluSz_c4190864,5,AluSz_chr6:89087177,SINE,Alu,intergenic,chr6,89080750,89085160,4410,+,ENSG00000146278.11,2017,PNRC1
chr6,113613294,113614088,LTR8B_c4233349,7,LTR8B_chr6:113613295,LTR,ERV1,intergenic,chr6,113616926,113650090,33164,-,ENSG00000230943.4,2839,LINC02541
chr6,113653256,113653423,THE1D_c4233421,6,THE1D_chr6:113653257,LTR,ERVL-MaLR,intergenic,chr6,113616926,113650090,33164,-,ENSG00000230943.4,3167,LINC02541
chr6,113660934,113661123,AluSq2_c4233437,5,AluSq2_chr6:113660935,SINE,Alu,intergenic,chr6,113616926,113650090,33164,-,ENSG00000230943.4,10845,LINC02541
chr6,113676856,113677372,MLT1F2_c4233470,9,MLT1F2_chr6:113676857,LTR,ERVL-MaLR,intergenic,chr6,113616926,113650090,33164,-,ENSG00000230943.4,26767,LINC02541
chr6,113680548,113682162,L1MA9_c4233483,9,L1MA9_chr6:113680549,LINE,L1,intergenic,chr6,113616926,113650090,33164,-,ENSG00000230943.4,30459,LINC02541
chr6,113684211,113684731,MLT1K_c4233488,5,MLT1K_chr6:113684212,LTR,ERVL-MaLR,intergenic,chr6,113616926,113650090,33164,-,ENSG00000230943.4,34122,LINC02541
chr6,116464859,116465019,L2_c4238097,5,L2_chr6:116464860,LINE,L2,intergenic,chr6,116461369,116463771,2402,+,ENSG00000188820.13,1089,CALHM6
chr6,137883932,137884260,L1MC5a_c4274413,6,L1MC5a_chr6:137883933,LINE,L1,intergenic,chr6,137867213,137883314,16101,+,ENSG00000118503.17,619,TNFAIP3
chr6,137884717,137885385,L1PA7_c4274417,6,L1PA7_chr6:137884718,LINE,L1,intergenic,chr6,137867213,137883314,16101,+,ENSG00000118503.17,1404,TNFAIP3
chr6,137940971,137941376,MLT1J_c4274515,6,MLT1J_chr6:137940972,LTR,ERVL-MaLR,intergenic,chr6,137943078,137957657,14579,-,ENSG00000226004.2,1703,LINC02528
chr6,137941819,137942086,MIRb_c4274516,5,MIRb_chr6:137941820,SINE,MIR,intergenic,chr6,137943078,137957657,14579,-,ENSG00000226004.2,993,LINC02528
chr6,137942582,137942668,LFSINE_Vert_c4274517,5,LFSINE_Vert_chr6:137942583,SINE,tRNA,intergenic,chr6,137943078,137957657,14579,-,ENSG00000226004.2,411,LINC02528
chr6,137942680,137943042,MLT1C_c4274518,5,MLT1C_chr6:137942681,LTR,ERVL-MaLR,intergenic,chr6,137943078,137957657,14579,-,ENSG00000226004.2,37,LINC02528
chr6,140127865,140128175,AluYb8_c4278736,5,AluYb8_chr6:140127866,SINE,Alu,intergenic,chr6,140148489,140785421,636932,+,ENSG00000288714.1,20315,ENSG00000288714
chr6,142959625,142959880,MLT1A0_c4283311,5,MLT1A0_chr6:142959626,LTR,ERVL-MaLR,intergenic,chr6,142946405,142957945,11540,+,ENSG00000232618.2,1681,HIVEP2-DT
chr6,142960275,142960374,MER94_c4283313,6,MER94_chr6:142960276,DNA,hAT-Blackjack,intergenic,chr6,142946405,142957945,11540,+,ENSG00000232618.2,2331,HIVEP2-DT
chr6,142962953,142963242,Arthur1_c4283321,5,Arthur1_chr6:142962954,DNA,hAT-Tip100,intergenic,chr6,142966298,143059682,93384,-,ENSG00000229017.7,3057,LINC01277
chr6,142963540,142964470,Arthur1_c4283323,6,Arthur1_chr6:142963541,DNA,hAT-Tip100,intergenic,chr6,142966298,143059682,93384,-,ENSG00000229017.7,1829,LINC01277
chr6,154647017,154647714,L1ME1_c4304803,5,L1ME1_chr6:154647018,LINE,L1,intergenic,chr6,154605615,154605954,339,-,ENSG00000231316.1,41064,ENSG00000231316
chr6,157794047,157794412,THE1B_c4310457,7,THE1B_chr6:157794048,LTR,ERVL-MaLR,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,28749,SNX9
chr6,157795133,157795420,AluSz_c4310461,5,AluSz_chr6:157795134,SINE,Alu,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,27741,SNX9
chr6,157795420,157795756,L1MC5a_c4310462,6,L1MC5a_chr6:157795421,LINE,L1,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,27405,SNX9
chr6,157796547,157796672,MLT1J2_c4310463,7,MLT1J2_chr6:157796548,LTR,ERVL-MaLR,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,26489,SNX9
chr6,157796716,157796785,L2a_c4310464,7,L2a_chr6:157796717,LINE,L2,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,26376,SNX9
chr6,157797017,157797162,MIRb_c4310465,8,MIRb_chr6:157797018,SINE,MIR,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,25999,SNX9
chr6,157797294,157798668,L1MC4_c4310466,11,L1MC4_chr6:157797295,LINE,L1,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,24493,SNX9
chr6,157798704,157798823,L1MB3_c4310467,5,L1MB3_chr6:157798705,LINE,L1,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,24338,SNX9
chr6,157798907,157799288,THE1D_c4310468,7,THE1D_chr6:157798908,LTR,ERVL-MaLR,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,23873,SNX9
chr6,157799389,157799539,MER20B_c4310469,5,MER20B_chr6:157799390,DNA,hAT-Charlie,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,23622,SNX9
chr6,157799539,157799894,THE1A_c4310470,5,THE1A_chr6:157799540,LTR,ERVL-MaLR,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,23267,SNX9
chr6,157799894,157800232,MER20B_c4310471,7,MER20B_chr6:157799895,DNA,hAT-Charlie,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,22929,SNX9
chr6,157800357,157800670,AluJr_c4310472,5,AluJr_chr6:157800358,SINE,Alu,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,22491,SNX9
chr6,157806892,157807171,L2d2_c4310486,5,L2d2_chr6:157806893,LINE,L2,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,15990,SNX9
chr6,157807467,157808483,L1ME1_c4310487,5,L1ME1_chr6:157807468,LINE,L1,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,14678,SNX9
chr6,157809119,157810465,L1ME1_c4310490,7,L1ME1_chr6:157809120,LINE,L1,intergenic,chr6,157823160,157945077,121917,+,ENSG00000130340.17,12696,SNX9
chr6,169031663,169032397,L1P1_c4328203,6,L1P1_chr6:169031664,LINE,L1,intergenic,chr6,169033380,169034050,670,+,ENSG00000279810.1,984,ENSG00000279810
chr6,169995171,169996705,L1MB2_c4329437,6,L1MB2_chr6:169995172,LINE,L1,intergenic,chr6,170088021,170097234,9213,+,ENSG00000287823.1,91317,ENSG00000287823
chr6,169996984,169997301,L1MB2_c4329439,5,L1MB2_chr6:169996985,LINE,L1,intergenic,chr6,170088021,170097234,9213,+,ENSG00000287823.1,90721,ENSG00000287823
chr6,170001093,170002652,THE1B-int_c4329443,6,THE1B-int_chr6:170001094,LTR,ERVL-MaLR,intergenic,chr6,170088021,170097234,9213,+,ENSG00000287823.1,85370,ENSG00000287823
chr6,170002652,170002994,THE1B_c4329444,5,THE1B_chr6:170002653,LTR,ERVL-MaLR,intergenic,chr6,170088021,170097234,9213,+,ENSG00000287823.1,85028,ENSG00000287823
chr7,20422018,20422378,LTR78_c4366593,5,LTR78_chr7:20422019,LTR,ERV1,intergenic,chr7,20330701,20415754,85053,+,ENSG00000105855.10,6265,ITGB8
chr7,21043971,21044278,AluYb8_c4367695,6,AluYb8_chr7:21043972,SINE,Alu,intergenic,chr7,20959390,21028813,69423,-,ENSG00000285592.1,15159,ENSG00000285592
chr7,22574976,22575281,AluJr_c4370459,5,AluJr_chr7:22574977,SINE,Alu,intergenic,chr7,22563336,22573996,10660,+,ENSG00000232759.1,981,STEAP1B-AS1
chr7,22582602,22583135,LTR45_c4370472,5,LTR45_chr7:22582603,LTR,ERV1,intergenic,chr7,22589697,22602536,12839,+,ENSG00000232949.2,6563,ENSG00000232949
chr7,22646879,22648268,MLT1C2-int_c4370610,5,MLT1C2-int_chr7:22646880,LTR,ERVL-MaLR,intergenic,chr7,22589697,22602536,12839,+,ENSG00000232949.2,44344,ENSG00000232949
chr7,22800209,22801864,SVA_D_c4370921,6,SVA_D_chr7:22800210,Retroposon,SVA,intergenic,chr7,22812970,22822849,9879,-,ENSG00000196683.12,11107,TOMM7
chr7,30414475,30420503,L1PA2_c4385196,6,L1PA2_chr7:30414476,LINE,L1,intergenic,chr7,30362399,30412502,50103,+,ENSG00000281593.1,1974,ENSG00000281593
chr7,38253491,38253712,MIRc_c4399437,5,MIRc_chr7:38253492,SINE,MIR,intergenic,chr7,38253379,38253429,50,-,ENSG00000211687.1,63,TRGJ2
chr7,38256650,38256926,AluSx_c4399444,5,AluSx_chr7:38256651,SINE,Alu,intergenic,chr7,38256336,38256396,60,-,ENSG00000211688.1,255,TRGJP2
chr7,41595191,41599090,L1M4b_c4405693,5,L1M4b_chr7:41595192,LINE,L1,intergenic,chr7,41685113,41705834,20721,-,ENSG00000122641.11,86024,INHBA
chr7,62430230,62430885,L1PA2_c4435126,5,L1PA2_chr7:62430231,LINE,L1,intergenic,chr7,62275360,62275678,318,-,ENSG00000233918.1,154553,ENSG00000233918
chr7,73236301,73236596,AluSz_c4460099,6,AluSz_chr7:73236302,SINE,Alu,intergenic,chr7,73220638,73235945,15307,+,ENSG00000290838.1,357,NCF1B
chr7,74789671,74789966,AluSz_c4464571,7,AluSz_chr7:74789672,SINE,Alu,intergenic,chr7,74774010,74789315,15305,+,ENSG00000158517.16,357,NCF1
chr7,74790318,74790373,Tigger18a_c4464573,5,Tigger18a_chr7:74790319,DNA,TcMar-Tigger,intergenic,chr7,74774010,74789315,15305,+,ENSG00000158517.16,1004,NCF1
chr7,74790559,74790868,AluSz_c4464574,5,AluSz_chr7:74790560,SINE,Alu,intergenic,chr7,74774010,74789315,15305,+,ENSG00000158517.16,1245,NCF1
chr7,75155577,75155632,Tigger18a_c4465720,6,Tigger18a_chr7:75155578,DNA,TcMar-Tigger,intergenic,chr7,75156638,75172044,15406,-,ENSG00000165178.9,1007,NCF1C
chr7,75155815,75155987,AluSz6_c4465721,5,AluSz6_chr7:75155816,SINE,Alu,intergenic,chr7,75156638,75172044,15406,-,ENSG00000165178.9,652,NCF1C
chr7,75155987,75156282,AluSz_c4465722,7,AluSz_chr7:75155988,SINE,Alu,intergenic,chr7,75156638,75172044,15406,-,ENSG00000165178.9,357,NCF1C
chr7,86327222,86327532,AluYb8_c4485884,5,AluYb8_chr7:86327223,SINE,Alu,intergenic,chr7,86216784,86217733,949,-,ENSG00000236610.1,109490,SOCS5P1
chr7,93119392,93120567,L1PBa1_c4497065,6,L1PBa1_chr7:93119393,LINE,L1,intergenic,chr7,93099512,93118023,18511,-,ENSG00000205413.8,1370,SAMD9
chr7,93121548,93127502,L1PA7_c4497068,5,L1PA7_chr7:93121549,LINE,L1,intergenic,chr7,93130055,93148385,18330,-,ENSG00000177409.12,2554,SAMD9L
chr7,97816492,97816800,AluYk11_c4505126,7,AluYk11_chr7:97816493,SINE,Alu,intergenic,chr7,97851676,97872542,20866,-,ENSG00000070669.17,34877,ASNS
chr7,106244616,106246923,L1P1_c4524107,5,L1P1_chr7:106244617,LINE,L1,intergenic,chr7,106248297,106285966,37669,-,ENSG00000105835.13,1375,NAMPT
chr7,111609315,111611173,SVA_D_c4533140,7,SVA_D_chr7:111609316,Retroposon,SVA,intergenic,chr7,110662643,111562517,899874,-,ENSG00000184903.10,46799,IMMP2L
chr7,113522978,113523691,L1PA3_c4536406,8,L1PA3_chr7:113522979,LINE,L1,intergenic,chr7,113486406,113494870,8464,-,ENSG00000287592.1,28109,ENSG00000287592
chr7,118724817,118725245,L1P1_c4545084,5,L1P1_chr7:118724818,LINE,L1,intergenic,chr7,118880102,118881288,1186,-,ENSG00000229982.1,154858,GTF3AP6
chr7,122231769,122232983,L1P1_c4550695,6,L1P1_chr7:122231770,LINE,L1,intergenic,chr7,122234530,122234903,373,+,ENSG00000213302.3,1548,ENSG00000213302
chr7,128688771,128690418,SVA_C_c4561845,7,SVA_C_chr7:128688772,Retroposon,SVA,intergenic,chr7,128690450,128691717,1267,+,ENSG00000271344.1,33,ENSG00000271344
chr7,135175954,135176995,HERV3-int_c4574935,5,HERV3-int_chr7:135175955,LTR,ERV1,intergenic,chr7,135170815,135172414,1599,+,ENSG00000287733.1,3541,ENSG00000287733
chr7,135176993,135180551,HERV3-int_c4574936,6,HERV3-int_chr7:135176994,LTR,ERV1,intergenic,chr7,135183838,135211526,27688,-,ENSG00000105875.15,3288,WDR91
chr7,143037779,143038082,AluYk4_c4590631,5,AluYk4_chr7:143037780,SINE,Alu,intergenic,chr7,143047212,143047580,368,-,ENSG00000239293.1,9131,OR9P1P
chr7,155195469,155196528,L1MEf_c4612835,6,L1MEf_chr7:155195470,LINE,L1,intergenic,chr7,155196562,155198455,1893,-,ENSG00000217825.2,35,ENSG00000217825
chr7,155310374,155310600,MER8_c4613015,5,MER8_chr7:155310375,DNA,TcMar-Tigger,intergenic,chr7,155297775,155310235,12460,+,ENSG00000186480.13,140,INSIG1
chr7,157310654,157311042,LTR54_c4616315,5,LTR54_chr7:157310655,LTR,ERV1,intergenic,chr7,157336965,157417439,80474,+,ENSG00000105993.15,25924,DNAJB6
chr8,11329325,11330932,SVA_C_c4636860,7,SVA_C_chr8:11329326,Retroposon,SVA,intergenic,chr8,11331011,11332360,1349,+,ENSG00000177710.6,80,SLC35G5
chr8,24283099,24285548,L1PA10_c4660854,6,L1PA10_chr8:24283100,LINE,L1,intergenic,chr8,24294068,24359014,64946,+,ENSG00000042980.14,8521,ADAM28
chr8,24290437,24291005,L1PA16_c4660872,6,L1PA16_chr8:24290438,LINE,L1,intergenic,chr8,24294068,24359014,64946,+,ENSG00000042980.14,3064,ADAM28
chr8,36195257,36201393,L1PA3_c4684438,5,L1PA3_chr8:36195258,LINE,L1,intergenic,chr8,35862122,36191194,329072,+,ENSG00000253452.6,4064,ENSG00000253452
chr8,65979377,65980910,THE1B-int_c4732181,5,THE1B-int_chr8:65979378,LTR,ERVL-MaLR,intergenic,chr8,66021552,66101245,79693,+,ENSG00000147570.10,40643,DNAJC5B
chr8,65980910,65981286,THE1B_c4732182,5,THE1B_chr8:65980911,LTR,ERVL-MaLR,intergenic,chr8,66021552,66101245,79693,+,ENSG00000147570.10,40267,DNAJC5B
chr8,65981349,65981465,L2d2_c4732183,5,L2d2_chr8:65981350,LINE,L2,intergenic,chr8,66021552,66101245,79693,+,ENSG00000147570.10,40088,DNAJC5B
chr8,70540821,70542280,MSTA-int_c4741126,5,MSTA-int_chr8:70540822,LTR,ERVL-MaLR,intergenic,chr8,70525052,70535646,10594,-,ENSG00000287230.1,5176,ENSG00000287230
chr8,78957326,78958463,L1MA9_c4755089,8,L1MA9_chr8:78957327,LINE,L1,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,1245,ENSG00000285744
chr8,78959032,78959481,BLACKJACK_c4755093,5,BLACKJACK_chr8:78959033,DNA,hAT-Blackjack,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,2951,ENSG00000285744
chr8,78959599,78959820,L2b_c4755094,5,L2b_chr8:78959600,LINE,L2,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,3518,ENSG00000285744
chr8,78960359,78960433,L2d2_c4755095,5,L2d2_chr8:78960360,LINE,L2,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,4278,ENSG00000285744
chr8,78960980,78961059,MLT1C2_c4755096,5,MLT1C2_chr8:78960981,LTR,ERVL-MaLR,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,4899,ENSG00000285744
chr8,78961062,78961430,L1MB7_c4755097,7,L1MB7_chr8:78961063,LINE,L1,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,4981,ENSG00000285744
chr8,78975351,78975706,THE1B_c4755123,5,THE1B_chr8:78975352,LTR,ERVL-MaLR,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,19270,ENSG00000285744
chr8,78975995,78977006,L1MC1_c4755125,5,L1MC1_chr8:78975996,LINE,L1,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,19914,ENSG00000285744
chr8,78977436,78979838,L1MC1_c4755129,6,L1MC1_chr8:78977437,LINE,L1,intergenic,chr8,78805292,78956082,150790,+,ENSG00000285744.1,21355,ENSG00000285744
chr8,89791137,89791249,L1ME3G_c4773521,6,L1ME3G_chr8:89791138,LINE,L1,intergenic,chr8,89757815,89791064,33249,+,ENSG00000104312.8,74,RIPK2
chr8,89792793,89792975,MER5A_c4773525,5,MER5A_chr8:89792794,DNA,hAT-Charlie,intergenic,chr8,89757815,89791064,33249,+,ENSG00000104312.8,1730,RIPK2
chr8,89793554,89793856,AluSq2_c4773526,5,AluSq2_chr8:89793555,SINE,Alu,intergenic,chr8,89757815,89791064,33249,+,ENSG00000104312.8,2491,RIPK2
chr8,89794175,89794284,L3_c4773527,5,L3_chr8:89794176,LINE,CR1,intergenic,chr8,89757815,89791064,33249,+,ENSG00000104312.8,3112,RIPK2
chr8,89796869,89797498,MER41B_c4773533,6,MER41B_chr8:89796870,LTR,ERV1,intergenic,chr8,89757815,89791064,33249,+,ENSG00000104312.8,5806,RIPK2
chr8,89797592,89798023,MER65C_c4773535,5,MER65C_chr8:89797593,LTR,ERV1,intergenic,chr8,89757815,89791064,33249,+,ENSG00000104312.8,6529,RIPK2
chr8,89798414,89798599,MLT1C2_c4773536,5,MLT1C2_chr8:89798415,LTR,ERVL-MaLR,intergenic,chr8,89757815,89791064,33249,+,ENSG00000104312.8,7351,RIPK2
chr8,89799346,89799643,LTR24B_c4773540,5,LTR24B_chr8:89799347,LTR,ERV1,intergenic,chr8,89757815,89791064,33249,+,ENSG00000104312.8,8283,RIPK2
chr8,95123036,95124606,THE1A-int_c4783266,5,THE1A-int_chr8:95123037,LTR,ERVL-MaLR,intergenic,chr8,95133678,95156698,23020,+,ENSG00000175895.5,9073,PLEKHF2
chr8,96085860,96086200,AluYk11_c4785055,7,AluYk11_chr8:96085861,SINE,Alu,intergenic,chr8,96068728,96069681,953,-,ENSG00000183663.6,16180,GAPDHP30
chr8,103079744,103080059,MLT2B4_c4799564,5,MLT2B4_chr8:103079745,LTR,ERVL,intergenic,chr8,103085650,103086590,940,+,ENSG00000253795.1,5592,MTND1P5
chr8,103080059,103080419,THE1B_c4799565,9,THE1B_chr8:103080060,LTR,ERVL-MaLR,intergenic,chr8,103085650,103086590,940,+,ENSG00000253795.1,5232,MTND1P5
chr8,103111093,103111488,MLT1C_c4799624,5,MLT1C_chr8:103111094,LTR,ERVL-MaLR,intergenic,chr8,103121031,103132966,11935,+,ENSG00000250929.2,9544,LINC01181
chr8,103114549,103115462,L1MEb_c4799628,6,L1MEb_chr8:103114550,LINE,L1,intergenic,chr8,103121031,103132966,11935,+,ENSG00000250929.2,5570,LINC01181
chr8,104590096,104590304,MIRb_c4802332,5,MIRb_chr8:104590097,SINE,MIR,intergenic,chr8,104489230,104589258,100028,-,ENSG00000147650.12,839,LRP12
chr8,104590328,104590768,LTR12F_c4802333,5,LTR12F_chr8:104590329,LTR,ERV1,intergenic,chr8,104489230,104589258,100028,-,ENSG00000147650.12,1071,LRP12
chr8,124784663,124785098,LTR79_c4839136,5,LTR79_chr8:124784664,LTR,ERVL,intergenic,chr8,124811225,124848112,36887,-,ENSG00000255491.4,26128,ENSG00000255491
chr8,143031804,143032468,LTR62_c4876418,5,LTR62_chr8:143031805,LTR,ERVL,intergenic,chr8,143025682,143025802,120,-,ENSG00000291308.1,6003,ENSG00000291308
chr9,110713,110838,L2d2_c4912571,5,L2d2_chr9:110714,LINE,L2,intergenic,chr9,100992,110138,9146,-,ENSG00000227917.3,576,ENSG00000227917
chr9,111566,111847,L1MC5_c4912573,5,L1MC5_chr9:111567,LINE,L1,intergenic,chr9,112712,113754,1042,-,ENSG00000231808.2,866,LINC01388
chr9,111975,112176,L1MC5_c4912575,5,L1MC5_chr9:111976,LINE,L1,intergenic,chr9,112712,113754,1042,-,ENSG00000231808.2,537,LINC01388
chr9,5438708,5438894,MIRb_c4922016,6,MIRb_chr9:5438709,SINE,MIR,intergenic,chr9,5357970,5437925,79955,-,ENSG00000107020.10,784,PLGRKT
chr9,5438897,5439297,LTR33_c4922017,7,LTR33_chr9:5438898,LTR,ERVL,intergenic,chr9,5357970,5437925,79955,-,ENSG00000107020.10,973,PLGRKT
chr9,5439306,5439666,L1PA5_c4922018,6,L1PA5_chr9:5439307,LINE,L1,intergenic,chr9,5357970,5437925,79955,-,ENSG00000107020.10,1382,PLGRKT
chr9,5439671,5439974,ERVL-E-int_c4922019,6,ERVL-E-int_chr9:5439672,LTR,ERVL,intergenic,chr9,5357970,5437925,79955,-,ENSG00000107020.10,1747,PLGRKT
chr9,5440313,5440804,MER31B_c4922020,8,MER31B_chr9:5440314,LTR,ERV1,intergenic,chr9,5357970,5437925,79955,-,ENSG00000107020.10,2389,PLGRKT
chr9,5440900,5441330,LTR33_c4922021,7,LTR33_chr9:5440901,LTR,ERVL,intergenic,chr9,5357970,5437925,79955,-,ENSG00000107020.10,2976,PLGRKT
chr9,71674534,71676178,MLT1A0-int_c5005777,6,MLT1A0-int_chr9:71674535,LTR,ERVL-MaLR,intergenic,chr9,71683365,71768513,85148,-,ENSG00000135048.14,7188,CEMIP2
chr9,93148673,93149198,MLT1F_c5045978,9,MLT1F_chr9:93148674,LTR,ERVL-MaLR,intergenic,chr9,93147039,93148556,1517,+,ENSG00000203364.2,118,ENSG00000203364
chr9,99237825,99238184,THE1B_c5058680,5,THE1B_chr9:99237826,LTR,ERVL-MaLR,intergenic,chr9,99222063,99230615,8552,+,ENSG00000106803.10,7211,SEC61B
chr9,108385696,108386004,AluYk11_c5076550,7,AluYk11_chr9:108385697,SINE,Alu,intergenic,chr9,108252153,108254820,2667,-,ENSG00000230030.1,130877,ENSG00000230030
chr9,110229429,110235911,L1PA4_c5080434,5,L1PA4_chr9:110229430,LINE,L1,intergenic,chr9,110243809,110256507,12698,-,ENSG00000136810.13,7899,TXN
