"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: specific types","hsa05214","Glioma","14/1035","76/9434",0.035249530949426,0.108447721383028,0.073925999040428,"CAMK1G/CAMK2A/GADD45B/PDGFB/GADD45A/AKT3/CDKN1A/GADD45G/PDGFRA/EGF/CDKN2A/TGFA/PDGFA/CALM1",14
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","13/1035","69/9434",0.0352781744258042,0.108447721383028,0.073925999040428,"GAB2/MAP2K3/LCP2/PLA2G4C/MAPK10/PLA2G4A/AKT3/VAV1/VAV2/CSF2/MAPK11/TNF/LYN",13
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","20/1035","120/9434",0.0368282457442622,0.112174106303624,0.0764661789958123,"NGFR/CAMK2A/PSEN1/NFKBIA/RIPK2/NFKBIB/NFKB1/MAPK10/AKT3/FOXO3/RAP1B/IRAK2/NFKBIE/BCL2/RELA/RPS6KA3/JUN/MAPK11/MAP3K5/CALM1",20
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","14/1035","77/9434",0.0389080402128532,0.117431539551521,0.0800500348876885,"GAB2/GADD45B/NFKBIA/NFKB1/GADD45A/AKT3/CDKN1A/STAT5A/GADD45G/MYC/CDKN2A/RUNX1/BCL2L1/RELA",14
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","23/1035","144/9434",0.0410337901720966,0.122731696730956,0.0836630145756355,"JAK2/JAK3/LIFR/WNT5A/ID2/AKT3/INHBA/WNT1/LIF/TBX3/ACVR1B/SKIL/KLF4/MYC/WNT9A/JAK1/HESX1/FZD6/STAT3/FZD4/PCGF5/MAPK11/BMPR2",23
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","10/1035","50/9434",0.0423540244067147,0.125545067478607,0.0855808164486382,"CD40/TNFSF13B/CD80/IL15RA/IL6/IL10/PIGR/ICOS/IL15/HLA-DOB",10
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","20/1035","122/9434",0.0428544032441287,0.125545067478607,0.0855808164486382,"MAP2K3/BCAR1/ITPR3/JAK2/PLCB4/MAPK10/STAT1/AKT3/SOCS2/STAT5A/ADCY10/IGFBP3/ADCY9/STAT3/JUNB/SSTR2/SOCS3/SOCS1/MAPK11/SSTR3",20
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","25/1035","160/9434",0.0431088484715699,0.125545067478607,0.0855808164486382,"PVR/SIGLEC1/ICAM1/NRCAM/CD40/ITGB8/CD58/CD274/CD80/SDC4/NECTIN2/ITGAV/PTPRF/NCAM1/PTPRD/CLDN14/ICOS/ALCAM/NECTIN3/PDCD1LG2/L1CAM/HLA-E/HLA-F/HLA-A/HLA-DOB",25
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","15/1035","86/9434",0.0460626691905291,0.13298092322831,0.0906496464619108,"ACTN2/DSP/SLC8A3/ITGB8/SLC8A2/SSPN/DSC2/ITGAV/ITGA10/TCF7L2/GJA1/ITGA2/LAMA2/ITGA1/ITGB3",15
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","7/1035","31/9434",0.0469424788874114,0.134352611988109,0.0915846911142781,"ACOX3/SMOX/UPB1/AOC3/AOC2/GADL1/DPYS",7
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","18/1035","109/9434",0.0496217647846389,0.14080705904701,0.0959845202761796,"NFKBIA/PRKAG2/NFKB1/MAPK10/AKT3/SLC2A1/GFPT2/IL6/PTPRF/STAT3/PRKCE/RELA/PPP1R3B/RPS6KA3/SOCS3/PTPN1/CPT1B/TNF",18
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","33/1035","226/9434",0.0525902188216362,0.147965700413417,0.100864380434003,"CNGB1/CAMK2A/ATP2B1/PLD1/EDN1/ACOX3/NFKBIA/GLI3/NFKB1/MAPK10/PDE4D/AKT3/POPDC2/PTGER2/FFAR2/RAP1B/ADORA2A/AFDN/RRAS2/VAV1/ADCY10/VAV2/ADCY9/ADRB2/RELA/JUN/SSTR2/OXTR/HCAR2/PDE4B/CALM1/GABBR1/HCAR3",33
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","9/1035","46/9434",0.0592957325216052,0.165430110900613,0.112769416118046,"PSMA4/PSMA3/PSMA6/PSME2/PSMA2/IFNG/PSMA5/PSMB8/PSMB9",9
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","17/1035","105/9434",0.0644851864196425,0.178409015761011,0.121616798949326,"HUWE1/BCL2L13/MAP1LC3A/MAPK10/FOXO3/OPTN/TRAF2/RRAS2/USP15/RABGEF1/MRAS/SQSTM1/MFN1/BCL2L1/RELA/JUN/SRC",17
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","24/1035","159/9434",0.0651851096426554,0.178855011581501,0.121920822733109,"TFRC/SEC61B/NCF2/C3/SEC61G/CTSL/TUBB2A/TUBB2B/TLR2/THBS1/ITGAV/NCF1/C1R/ITGA2/TAP1/OLR1/TUBB6/FCAR/TAP2/HLA-E/HLA-F/HLA-A/HLA-DOB/ITGB3",24
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","5/1035","21/9434",0.0722282571261754,0.196555584966313,0.133986844539497,"DSE/UST/CHST3/CHPF/CHST7",5
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","15/1035","92/9434",0.0752241044232503,0.203043924134302,0.138409777073161,"ITPR3/PDGFB/PLCB4/TJP1/PDGFRA/TUBB2A/TUBB2B/EGF/GJA1/ADCY9/GUCY1A1/TUBB6/SRC/PDGFA/LPAR1",15
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","12/1035","70/9434",0.0772231184627658,0.206758672013212,0.140942024359038,"PDGFB/MET/VEGFA/AKT3/SLC2A1/CDKN1A/RAP1B/EGLN3/ETS1/TGFA/ARNT2/JUN",12
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","15/1035","93/9434",0.0810457607265892,0.214477339101396,0.146203639526951,"ACTN1/TJP1/MET/SNAI1/RAP1B/NECTIN2/AFDN/PTPRF/TCF7L2/PTPRJ/HEG1/YES1/NECTIN3/PTPN1/SRC",15
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","18/1035","116/9434",0.0813980262854697,0.214477339101396,0.146203639526951,"CAMK2A/ACHE/ITPR3/JAK2/PLCB4/GNB4/AKT3/KCNJ2/GNGT1/CHRM3/PIK3R5/CACNA1A/CHRNA6/CHRNB2/ADCY9/GNG4/BCL2/KCNQ3",18
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","12/1035","71/9434",0.0841213504734559,0.219907782340058,0.149905431842462,"PFKP/SLC7A5/MET/GLS/AKT3/SLC2A1/LDHA/PDGFRA/MYC/HK2/LDHAL6B/SCO2",12
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","22/1035","148/9434",0.085421163600417,0.221561143088582,0.15103248498429,"NFKB2/GADD45B/JAG1/WNT5A/HES1/GADD45A/AKT3/CDKN1A/WNT1/DLL4/GADD45G/MYC/EGF/BRCA2/WNT9A/NOTCH1/TCF7L2/HEY1/FZD6/FZD4/JUN/DLL1",22
"Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","4/1035","16/9434",0.0897984778558901,0.231109260838415,0.15754118922086,"IL4I1/AOC3/AOC2/HPD",4
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","6/1035","29/9434",0.0908479840020721,0.232011774528369,0.15815640939632,"STK3/RASSF4/FRMD6/LATS2/SAV1/TEAD1",6
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","10/1035","59/9434",0.106981821769123,0.268834506512708,0.183257510780698,"GADD45B/GADD45A/AKT3/FOXO3/CDKN1A/ELK1/GADD45G/MYC/EGF/TCF7L2",10
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","4/1035","17/9434",0.107695751102982,0.268834506512708,0.183257510780698,"CYP27A1/CH25H/CYP7A1/CYP7B1",4
NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","4/1035","17/9434",0.107695751102982,0.268834506512708,0.183257510780698,"TFRC/NRP2/MYH11/PCDH9",4
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","12/1035","75/9434",0.115441483534739,0.283486404897501,0.193245329907935,"BIRC3/FAS/XIAP/BIRC2/AKT3/CDKN1A/PMAIP1/CDKN2A/CASP3/BCL2L1/BCL2/MAP3K5",12
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","7/1035","38/9434",0.116289420765785,0.283486404897501,0.193245329907935,"CD40/JAK3/ICOS/TAP1/IL7R/ADA/TAP2",7
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","10/1035","60/9434",0.116476110268531,0.283486404897501,0.193245329907935,"SH2D2A/PTGS2/PLA2G4C/VEGFA/PLA2G4A/AKT3/PPP3CC/SPHK1/MAPK11/SRC",10
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","18/1035","122/9434",0.11744370672595,0.283486404897501,0.193245329907935,"GAB2/PLD1/PLCB4/TRADD/NFKB1/MAPK10/AKT3/TRAF2/SGPP2/PRKCE/BCL2/RELA/SPHK1/MAPK11/MAP3K5/S1PR3/PPP2R2A/TNF",18
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","19/1035","130/9434",0.117834710469443,0.283486404897501,0.193245329907935,"EDN1/NFKBIA/MMP9/PLCB4/NFKB1/MAPK10/VEGFA/GNB4/AKT3/GNGT1/COL4A2/ADCY9/GNG4/RELA/JUN/MAPK11/MMP1/SRC/INSL3",19
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","15/1035","99/9434",0.121957505738474,0.290374559230361,0.197940806070157,"MMP9/JAG1/MAPK10/HBEGF/AKT3/CDKN1A/DLL4/CDKN2A/NOTCH1/ADCY9/BCL2/JUN/MAPK11/SRC/DLL1",15
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","22/1035","155/9434",0.123810123117939,0.290374559230361,0.197940806070157,"CD38/CAMK1G/CAMK2A/PTGS2/ITPR3/PLCB4/PLA2G4C/PRKAG2/PLA2G4A/RGS2/PPP3CC/KCNJ2/CDKN1A/ELK1/PIK3R5/RCAN1/ADCY9/GUCY1A1/JUN/OXTR/SRC/CALM1",22
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","17/1035","115/9434",0.123822741616503,0.290374559230361,0.197940806070157,"MMP25/PLD1/ITPR3/PLCB4/CYP27B1/HBEGF/PDE4D/SGK1/EGR1/CDKN1A/RUNX2/ARHGEF11/NR4A2/MMP14/ADCY9/BCL2/PDE4B",17
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","12/1035","76/9434",0.124196347622624,0.290374559230361,0.197940806070157,"ACSL4/ACOX3/HMGCS1/CYP27A1/ACSL1/ANGPTL4/CYP7A1/OLR1/MMP1/ACSL5/GK/CPT1B",12
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","17/1035","116/9434",0.131107793744054,0.304390122538643,0.207494852079291,"PLD1/SLC1A3/LZTS3/ITPR3/PLCB4/PLA2G4C/SLC1A2/GNB4/GLS/PLA2G4A/PPP3CC/GNGT1/CACNA1A/HOMER1/ADCY9/GNG4/GRIK1",17
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","8/1035","47/9434",0.137476587434576,0.316959909918605,0.21606335013475,"MAPK10/SOCS2/CACNA1A/HK2/PRKCE/SOCS3/SOCS1/TNF",8
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","9/1035","55/9434",0.143425908369875,0.32839587295723,0.223858949542817,"GLA/B4GALNT1/UGCG/SAMD8/B4GALT5/PLPP3/SGPP2/SPHK1/NEU4",9
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","10/1035","63/9434",0.147647742246553,0.335746920725039,0.228869968154354,"PTGS2/GGT5/PLA2G4C/PTGR1/PLA2G4A/CYP2J2/PTGES/CBR3/ALOX15B/PLA2G6",10
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","29/1035","217/9434",0.151308860310568,0.341731575667405,0.232949552214623,"CDC6/JAK2/JAG1/XIAP/KLF5/AHR/NFKB1/VEGFA/BCL6/AKT3/WNT1/STAT5A/DLL4/KLF4/MYC/EGF/CACNA1A/CHRNB2/ADCY9/HSP90B1/STAT3/ADRB2/BCL2/RELA/RPS6KA3/JUN/SRC/DLL1/IKBKE",29
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","33/1035","254/9434",0.171928294292436,0.383973576460371,0.26174482859537,"CD38/CAMK1G/CAMK2A/ATP2B1/ITPKC/P2RX7/ITPR3/PDGFB/SLC8A3/PLCB4/FLT1/MET/PPIF/VEGFA/SLC8A2/PPP3CC/ADORA2A/CHRM3/PDGFRA/P2RX4/EGF/CACNA1A/MCOLN2/ADCY9/TGFA/GDNF/ADRB2/PTAFR/ADRA1B/SPHK1/OXTR/PDGFA/CALM1",33
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","11/1035","73/9434",0.172325490640347,0.383973576460371,0.26174482859537,"GADD45B/PDGFB/MET/GADD45A/AKT3/CDKN1A/GADD45G/PDGFRA/EGF/CDKN2A/PDGFA",11
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","8/1035","50/9434",0.176980182374985,0.391716136989966,0.267022731302608,"PLD1/PLA2G4C/PLA2G4A/ENPP2/SELENOI/LPCAT1/PLPP3/PLA2G6",8
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","8/1035","51/9434",0.191156648464987,0.420291439009111,0.286501773579451,"CETP/LIPG/LDLR/CYP27A1/NPC1/ABCA1/ANGPTL4/CYP7A1",8
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","14/1035","99/9434",0.193396748186101,0.422419213143325,0.287952222022242,"EDN1/SLC8A3/ITGB8/PRKAG2/SLC8A2/SSPN/IL6/ITGAV/ITGA10/ITGA2/LAMA2/ITGA1/TNF/ITGB3",14
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","21/1035","157/9434",0.196683637046929,0.426790637252159,0.290932108462949,"FAS/XBP1/PRKAG2/NFKB1/MAPK10/IL1A/AKT3/IL1B/TRAF2/IL6/BCL2L11/CASP3/CASP7/CXCL8/RELA/JUN/ERN1/SOCS3/MAPK11/MAP3K5/TNF",21
NA,NA,"hsa04820","Cytoskeleton in muscle cells","30/1035","233/9434",0.199302812488344,0.426955907470343,0.291044768884349,"VIM/ACTN2/COL5A3/DSP/ITGB8/LMNB1/NID1/SSPN/SDC4/MYH11/AMPD3/DSC2/COL4A2/THBS1/SPTBN5/MYPN/ITGAV/ITGA10/ANKRD1/FMNL2/TNNI1/FMNL3/ITGA2/XIRP1/SYNPO2/CSRP2/AGRN/LAMA2/ITGA1/ITGB3",30
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","20/1035","149/9434",0.199331824270792,0.426955907470343,0.291044768884349,"GAB2/KITLG/PLD1/PDGFB/PLCB4/DGKH/PLA2G4C/PLA2G4A/AKT3/RRAS2/PDGFRA/EGF/PIK3R5/MRAS/ADCY9/PLPP3/CXCL8/SPHK1/PDGFA/LPAR1",20
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","8/1035","52/9434",0.205789945828331,0.437963218044909,0.298548167024906,"PTGS2/PLA2G4C/PLA2G4A/LDLR/CYP2J2/CYP19A1/BMP6/ADCY9",8
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","6/1035","37/9434",0.214755180076268,0.45413197315491,0.309569988041552,"GADD45B/GADD45A/CDKN1A/GADD45G/MYC/TCF7L2",6
"Organismal Systems","Immune system","hsa04611","Platelet activation","17/1035","126/9434",0.216670726013245,0.454224764173101,0.309633241272088,"LCP2/ITPR3/PLCB4/PLA2G4C/PLA2G4A/AKT3/RAP1B/PIK3R5/PTGIR/ADCY9/GUCY1A1/ITGA2/RASGRP1/MAPK11/SRC/LYN/ITGB3",17
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","12/1035","85/9434",0.218345046801018,0.454224764173101,0.309633241272088,"TYMP/NT5C3A/AMPD3/CMPK2/NT5E/GMPR/AK4/AK8/CANT1/LACC1/UPP1/ADA",12
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","7/1035","45/9434",0.218903500806314,0.454224764173101,0.309633241272088,"ABCB5/ABCA6/ABCA5/DEFB1/ABCA1/TAP1/TAP2",7
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","10/1035","69/9434",0.22096010443251,0.455644438953995,0.310600996750504,"EDN1/ITPR3/PLCB4/PPP3CC/KCNJ2/PTGER2/GUCY1A1/ADRB2/PTGER4/CALM1",10
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","5/1035","30/9434",0.227632982615885,0.466507100175765,0.318005791178787,"NFKB1/IL1B/IL6/RELA/TNF",5
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","25/1035","196/9434",0.239701634487683,0.488226642023992,0.332811439553451,"HDAC9/PLCB4/TLR8/AQP9/GSDMD/PPIF/NFKB1/NCF2/AKT3/C3/H3-3B/TLR2/CASP1/NCF1/FPR2/RELA/H2BC4/MAPK11/TLR7/CASP4/SRC/CR1L/ITGB3/H2AC18/H2AC19",25
"Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","3/1035","16/9434",0.253128438554646,0.512430741464283,0.349310746400827,"ST3GAL1/GLA/A4GALT",3
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","12/1035","89/9434",0.267703138852316,0.532180356328628,0.362773546641265,"SLC6A13/SLC38A5/SLC6A12/GABRR2/GNB4/GLS/GNGT1/CACNA1A/ADCY9/GNG4/SRC/GABBR1",12
"Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","8/1035","56/9434",0.268237569645026,0.532180356328628,0.362773546641265,"CUL1/GLI3/SMO/GPR161/BOC/CSNK1G1/BCL2/SCUBE2",8
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","5/1035","32/9434",0.270600933909757,0.532180356328628,0.362773546641265,"PFKP/B4GALT1/GLA/HK2/MGAM",5
"Human Diseases","Immune disease","hsa05310","Asthma","5/1035","32/9434",0.270600933909757,0.532180356328628,0.362773546641265,"CD40/IL10/PRG2/TNF/HLA-DOB",5
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","22/1035","174/9434",0.270899036805838,0.532180356328628,0.362773546641265,"CUL1/CAMK2A/PSEN1/BAMBI/PLCB4/MAPK10/WNT5A/PPP3CC/WNT1/MYC/MMP7/PRICKLE1/NKD1/WNT9A/RSPO3/TCF7L2/FZD6/FZD4/FOSL1/JUN/TLE1/APCDD1L",22
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","8/1035","57/9434",0.284653238225063,0.555911029945417,0.378950131383211,"ACSL4/ACOX3/ELOVL3/ACSL1/ELOVL7/ELOVL6/ACSL5/CPT1B",8
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","13/1035","99/9434",0.288004244476252,0.557180716283992,0.379815643630495,"PLD1/PDGFB/DGKH/PLA2G4C/MAPK10/PLA2G4A/AKT3/PDGFRA/EGF/PLPP3/SLC22A1/JUN/PDGFA",13
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","15/1035","116/9434",0.288659889159176,0.557180716283992,0.379815643630495,"BCAR1/ACTN1/TXK/ICAM1/MMP9/NCF2/RAP1B/AFDN/VAV1/NCF1/CLDN14/VAV2/RHOH/MAPK11/RASSF5",15
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","17/1035","134/9434",0.299103135759026,0.572284974751443,0.390111824893977,"EDN1/ITPR3/PLCB4/PLA2G4C/PLA2G4A/ADM2/ADORA2A/ARHGEF11/MYH11/ADM/PTGIR/ADCY9/GUCY1A1/ADRA1B/PRKCE/PLA2G6/CALM1",17
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","8/1035","58/9434",0.301317496432739,0.572284974751443,0.390111824893977,"TYMP/UPB1/NT5C3A/CMPK2/NT5E/DPYS/CANT1/UPP1",8
"Metabolism","Energy metabolism","hsa00920","Sulfur metabolism","2/1035","10/9434",0.301656236691273,0.572284974751443,0.390111824893977,"SQOR/PAPSS2",2
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","6/1035","42/9434",0.311121343221147,0.586887988348981,0.400066320529584,"IL4I1/KYNU/KMO/AANAT/IDO1/IDO2",6
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","21/1035","170/9434",0.314782074704231,0.588756098144187,0.40133976252695,"GADD45B/HMOX1/MET/WNT5A/NFE2L2/GADD45A/AKT3/CDKN1A/WNT1/ELK1/GADD45G/MYC/WNT9A/CDKN2A/TCF7L2/TGFA/FZD6/IGF2/BCL2L1/FZD4/TXNRD1",21
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","3/1035","18/9434",0.31574133726182,0.588756098144187,0.40133976252695,"ACSL4/ACSL1/ACSL5",3
"Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","4/1035","26/9434",0.317431751710269,0.588756098144187,0.40133976252695,"ACOX3/PLA2G4C/PLA2G4A/PLA2G6",4
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","7/1035","52/9434",0.343221471389901,0.630025346547371,0.429471938832228,"GCLM/SMS/IL4I1/LDHA/SDS/LDHAL6B/LACC1",7
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","4/1035","27/9434",0.343477673870705,0.630025346547371,0.429471938832228,"ACOX3/ELOVL3/ELOVL7/ELOVL6",4
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","17/1035","139/9434",0.354886650148212,0.647375647523111,0.441299189021778,"FKBP5/ITPR3/MMP9/PLCB4/HBEGF/AKT3/ADCY9/TGFA/HSP90B1/BCL2/HSPA6/JUN/SRC/CALM1/HSPA1B/HSPA1A/GABBR1",17
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","15/1035","122/9434",0.360140202924567,0.653369111316701,0.445384777847466,"PFKP/PLCB4/MED13/SLC16A10/STAT1/AKT3/SLC2A1/MED13L/MYC/ITGAV/NOTCH1/RCAN1/RCAN2/SRC/ITGB3",15
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","8/1035","62/9434",0.369717748674041,0.66709941608577,0.454744370508689,"PRKAG2/AKT3/FOXO3/ADCY9/HSPA6/HSPA1B/HSPA1A/SOD2",8
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","12/1035","97/9434",0.375073755122036,0.673105333516303,0.458838448655692,"CAMK2A/ITPR3/PLCB4/RASD1/GNB4/GNGT1/ADCY10/ADCY9/GUCY1A1/GNG4/PER1/CALM1",12
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","5/1035","37/9434",0.383192572110359,0.683978139465801,0.466250158481761,"PGM3/UGDH/UXS1/GFPT2/HK2",5
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","12/1035","98/9434",0.388956459851712,0.690553714816943,0.470732557658982,"CAMK1G/CAMK2A/ATP2B1/ITPR3/PLCB4/NR4A1/LDLR/DAGLA/NR4A2/ADCY9/PRKCE/CALM1",12
"Organismal Systems","Sensory system","hsa04744","Phototransduction","4/1035","29/9434",0.395586000768561,0.698588043910437,0.476209351429119,"CNGB1/RGS9/GNGT1/CALM1",4
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","55/1035","483/9434",0.404295624467855,0.709284915986011,0.483501131696234,"FAS/TNFRSF1B/MAP2K3/PSMA4/HSPA5/CAMK2A/PTGS2/PSEN1/ITPR3/XBP1/PSMA3/PSMA6/PLCB4/MAP1LC3A/PSMA2/PPIF/NFKB1/MAPK10/WNT5A/IL1A/PPP3CC/OPTN/WNT1/IL1B/TRAF2/CHRM3/IL6/TANK/TUBB2A/TUBB2B/PSMA5/WNT9A/UBE2L6/SQSTM1/CASP3/FZD6/CASP7/MFN1/BCL2L1/DNAI2/BCL2/RELA/FZD4/DNAH12/TUBB6/CDK5R1/ERN1/UBA7/DNAH2/CSF1/MAPK11/DNAH17/MAP3K5/CALM1/TNF",55
"Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","5/1035","38/9434",0.405916066377536,0.709284915986011,0.483501131696234,"PGM3/UGDH/UXS1/GFPT2/HK2",5
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","3/1035","21/9434",0.409606429672447,0.709513663184734,0.483657062728972,"UPB1/GADL1/DPYS",3
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","17/1035","144/9434",0.4124582439598,0.709513663184734,0.483657062728972,"PSMA4/RORA/ITPR3/XBP1/PSMA3/PSMA6/PLCB4/PSMA2/PPIF/MAPK10/AKT3/TRAF2/GTF2B/CACNA1A/PSMA5/ERN1/MAP3K5",17
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","17/1035","144/9434",0.4124582439598,0.709513663184734,0.483657062728972,"ACTN1/CD40/IFNG/CD80/C3/TRIM21/H3-3B/IL10/SSB/C1R/H2BC4/C1S/C4B/TNF/HLA-DOB/H2AC18/H2AC19",17
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","4/1035","30/9434",0.421424926638203,0.718192266960803,0.48957304184075,"PLA2G4C/PLA2G4A/CYP2J2/PLA2G6",4
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","8/1035","65/9434",0.421829795353484,0.718192266960803,0.48957304184075,"MGLL/LIPG/GLA/DGKH/GPAT4/PLPP3/GK/PNLIPRP3",8
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","18/1035","154/9434",0.424999903091407,0.719897795032383,0.49073565609373,"CAMK2A/ATP2B1/CREM/SLC8A3/PLCB4/SCN1B/AKT3/SLC8A2/POPDC2/PIK3R5/ADCY9/ADRB2/ADRA1B/BCL2/KCNE1/MAPK11/CALM1/PPP2R2A",18
NA,NA,"hsa04082","Neuroactive ligand signaling","23/1035","199/9434",0.428194251519704,0.721626860429145,0.491914315130838,"SLC6A13/OGFR/SLC1A3/ACHE/PLCB4/SLC1A2/SLC6A12/GABRR2/GNB4/OGFRL1/GNGT1/ADORA2A/CHRM3/P2RX4/CHRNA6/CHRNB2/ADCY9/GNG4/ADRB2/ADRA1B/GRIK1/P2RY6/GABBR1",23
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","12/1035","101/9434",0.430783802426563,0.722324355583934,0.492389779488097,"KITLG/CAMK2A/EDN1/PLCB4/WNT5A/WNT1/WNT9A/TCF7L2/ADCY9/FZD6/FZD4/CALM1",12
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","15/1035","128/9434",0.434201791484295,0.724235457224217,0.493692527911245,"ENPP4/PDE4D/AMPD3/NT5E/GMPR/ADCY10/ADCY9/AK4/GUCY1A1/AK8/CANT1/LACC1/PDE4B/ADA/PAPSS2",15
